Sample,Modality,Method,Burden,MAE,Cosine,Top_Process_Truth,Top_Process_Pred,Top1_Process_Match,Modal_Mass_Error
SIM-0233,SBS,Separate UGA NNLS,656,0.0022679128406402076,0.9999471365820177,11,11,1.0,
SIM-0233,DBS,Separate categorical NNLS,20,0.0,1.0,11,11,1.0,
SIM-0233,DBS,Separate UGA NNLS,20,0.0030382208662966263,0.9999450803240403,11,11,1.0,
SIM-0233,ID,Separate categorical NNLS,91,0.0021636320801080786,0.999852654605599,11,11,1.0,
SIM-0233,ID,Separate UGA NNLS,91,0.002642075823791622,0.999831459047653,11,11,1.0,
SIM-0233,SBS,Naive pooled UGA NNLS,656,0.003857360422603541,0.9998376140941229,11,11,1.0,0.008321849472379017
SIM-0233,DBS,Naive pooled UGA NNLS,20,0.022123980846254915,0.9884879126098628,11,11,1.0,0.003444107728276892
SIM-0233,ID,Naive pooled UGA NNLS,91,0.010840693317354872,0.9979324188908728,11,11,1.0,0.0048777417441021875
SIM-0234,SBS,Separate categorical NNLS,892,0.007460777136316515,0.9980837474720952,8,8,1.0,
SIM-0234,SBS,Separate UGA NNLS,892,0.0017050631833238127,0.9999568916227146,8,8,1.0,
SIM-0234,DBS,Separate categorical NNLS,203,0.008134463116870829,0.998628505643621,8,8,1.0,
SIM-0234,DBS,Separate UGA NNLS,203,0.0025213233587404594,0.9998991127068089,8,8,1.0,
SIM-0234,ID,Separate categorical NNLS,132,0.004429344534489056,0.9991599509963545,8,8,1.0,
SIM-0234,ID,Separate UGA NNLS,132,0.0046157695053149535,0.9995642861074858,8,8,1.0,
SIM-0234,SBS,Naive pooled UGA NNLS,892,0.0018093247985216275,0.9999312666258364,8,8,1.0,0.00811707237050896
SIM-0234,DBS,Naive pooled UGA NNLS,203,0.0077667657122828275,0.9989897608399401,8,8,1.0,0.005246641071953079
SIM-0234,ID,Naive pooled UGA NNLS,132,0.022968142009794166,0.9887907423282039,8,8,1.0,0.013363713442462094
SIM-0235,SBS,Separate categorical NNLS,1236,0.003960379942913816,0.9992519846634559,11,9,0.0,
SIM-0235,SBS,Separate UGA NNLS,1236,0.0018489877547067759,0.9999251259479629,11,11,1.0,
SIM-0235,DBS,Separate categorical NNLS,34,0.019500802559575578,0.979291182946294,11,9,0.0,
SIM-0235,DBS,Separate UGA NNLS,34,0.005723471428945799,0.999038154206419,11,11,1.0,
SIM-0235,ID,Separate categorical NNLS,150,0.0029179919043805062,0.9995499517796722,9,11,0.0,
SIM-0235,ID,Separate UGA NNLS,150,0.004198583618025337,0.9994909031231065,9,9,1.0,
SIM-0235,SBS,Naive pooled UGA NNLS,1236,0.0030272510413299346,0.9995320595009387,11,11,1.0,0.008839289157304142
SIM-0235,DBS,Naive pooled UGA NNLS,34,0.052284424031556996,0.8850443349539906,11,9,0.0,0.004384605745197837
SIM-0235,ID,Naive pooled UGA NNLS,150,0.03028125917199781,0.9572624187314522,9,11,0.0,0.004454683412106392
SIM-0236,SBS,Separate categorical NNLS,1698,0.006699239944821863,0.9994490737948175,8,8,1.0,
SIM-0236,SBS,Separate UGA NNLS,1698,0.0012482288265282485,0.9999829320856314,8,8,1.0,
SIM-0236,DBS,Separate categorical NNLS,26,0.008746921092409656,0.9988181116376728,8,8,1.0,
SIM-0236,DBS,Separate UGA NNLS,26,0.0023073197249417646,0.9998395076801219,8,8,1.0,
SIM-0236,ID,Separate categorical NNLS,61,0.0063193995236702286,0.9994354017299357,8,8,1.0,
SIM-0236,ID,Separate UGA NNLS,61,0.0034467341172520895,0.9998473717927177,8,8,1.0,
SIM-0236,SBS,Naive pooled UGA NNLS,1698,0.0012001629812070653,0.9999705764318768,8,8,1.0,0.0009539966287938073
SIM-0236,DBS,Naive pooled UGA NNLS,26,0.026452977167600217,0.9782000498020229,8,8,1.0,0.001214268061343917
SIM-0236,ID,Naive pooled UGA NNLS,61,0.021186482550572188,0.9946282607590792,8,8,1.0,0.0002602714325501479
SIM-0237,SBS,Separate categorical NNLS,730,0.004336883044780987,0.9994697979168413,7,7,1.0,
SIM-0237,SBS,Separate UGA NNLS,730,0.0016034078667927583,0.9999384084655693,7,7,1.0,
SIM-0237,DBS,Separate categorical NNLS,95,0.018115981825343186,0.9766044735603607,7,7,1.0,
SIM-0237,DBS,Separate UGA NNLS,95,0.00387484897906072,0.9994333723242745,7,7,1.0,
SIM-0237,ID,Separate categorical NNLS,114,0.002847672070237273,0.9998220386058227,7,7,1.0,
SIM-0237,ID,Separate UGA NNLS,114,0.002483717883177029,0.9998549525555807,7,7,1.0,
SIM-0237,SBS,Naive pooled UGA NNLS,730,0.004960986430908341,0.9994052026039616,7,7,1.0,0.01566072014233244
SIM-0237,DBS,Naive pooled UGA NNLS,95,0.02605111610273784,0.971275375992638,7,7,1.0,0.009697223804729566
SIM-0237,ID,Naive pooled UGA NNLS,114,0.010321846067395292,0.9968154274804113,7,7,1.0,0.005963496337602875
SIM-0238,SBS,Separate categorical NNLS,550,0.0023653402255475425,0.9998935113438775,8,8,1.0,
SIM-0238,SBS,Separate UGA NNLS,550,0.0025578503705445768,0.9999019794009474,8,8,1.0,
SIM-0238,DBS,Separate categorical NNLS,27,0.005326073735039191,0.9991128627675125,8,8,1.0,
SIM-0238,DBS,Separate UGA NNLS,27,0.004754669546837475,0.999285125868392,8,8,1.0,
SIM-0238,ID,Separate categorical NNLS,193,0.0032243271836382825,0.9996783044135147,8,8,1.0,
SIM-0238,ID,Separate UGA NNLS,193,0.002635914376327537,0.9998949129944581,8,8,1.0,
SIM-0238,SBS,Naive pooled UGA NNLS,550,0.003286750782013318,0.9996629328426414,8,8,1.0,0.0004296670820825854
SIM-0238,DBS,Naive pooled UGA NNLS,27,0.03779008660261234,0.9761777651625854,8,8,1.0,0.0029280564012499136
SIM-0238,ID,Naive pooled UGA NNLS,193,0.008166998285624935,0.9987550476664748,8,8,1.0,0.0024983893191672657
SIM-0239,SBS,Separate categorical NNLS,1420,0.00954704849092002,0.9972203660418124,3,3,1.0,
SIM-0239,SBS,Separate UGA NNLS,1420,0.0006122737698855541,0.9999907203391507,3,3,1.0,
SIM-0239,DBS,Separate categorical NNLS,52,0.014877977741146275,0.9900732774843669,3,3,1.0,
SIM-0239,DBS,Separate UGA NNLS,52,0.0016760449845091795,0.9998648465610224,3,3,1.0,
SIM-0239,ID,Separate categorical NNLS,108,0.004230695828206726,0.9995232816712848,3,3,1.0,
SIM-0239,ID,Separate UGA NNLS,108,0.00362084568608358,0.9996971877861889,3,3,1.0,
SIM-0239,SBS,Naive pooled UGA NNLS,1420,0.002504263155264169,0.9997468716240012,3,3,1.0,0.002246540411105391
SIM-0239,DBS,Naive pooled UGA NNLS,52,0.03516069767823204,0.9314027367985221,3,2,0.0,0.0012733563005132148
SIM-0239,ID,Naive pooled UGA NNLS,108,0.032833386126405954,0.9483541814782638,3,3,1.0,0.0009731841105923844
SIM-0240,SBS,Separate categorical NNLS,1393,0.0016515670088271346,0.9998926821027978,1,1,1.0,
SIM-0240,SBS,Separate UGA NNLS,1393,0.0010917558221929047,0.9999665215339022,1,1,1.0,
SIM-0240,DBS,Separate categorical NNLS,22,0.001779134687220147,0.9999077800671524,1,1,1.0,
SIM-0240,DBS,Separate UGA NNLS,22,0.001465589680305659,0.9999238181533053,1,1,1.0,
SIM-0240,ID,Separate categorical NNLS,118,0.003949934372772794,0.9992116152290593,1,1,1.0,
SIM-0240,ID,Separate UGA NNLS,118,0.003100617687028665,0.9997418450312493,1,1,1.0,
SIM-0240,SBS,Naive pooled UGA NNLS,1393,0.004000406515554271,0.9992771809222494,1,1,1.0,0.028098060278899717
SIM-0240,DBS,Naive pooled UGA NNLS,22,0.15325364293097485,0.06959579615514103,1,6,0.0,0.0005220216130314322
SIM-0240,ID,Naive pooled UGA NNLS,118,0.03628270354244973,0.9559257464382023,1,1,1.0,0.028620081891931062
SIM-0241,SBS,Separate categorical NNLS,612,0.0016327741821539948,0.9999517553924259,2,2,1.0,
SIM-0241,SBS,Separate UGA NNLS,612,0.0012561338118058237,0.9999697382177996,2,2,1.0,
SIM-0241,DBS,Separate categorical NNLS,55,0.0010666145207973707,0.9999760934452937,2,2,1.0,
SIM-0241,DBS,Separate UGA NNLS,55,0.002636038088967919,0.9998258751373768,2,2,1.0,
SIM-0241,ID,Separate categorical NNLS,76,0.0042754368515770256,0.9991459829369388,2,2,1.0,
SIM-0241,ID,Separate UGA NNLS,76,0.005864041537066822,0.9992136372536607,2,2,1.0,
SIM-0241,SBS,Naive pooled UGA NNLS,612,0.003925119571019631,0.9997821346011836,2,2,1.0,0.008904049337055242
SIM-0241,DBS,Naive pooled UGA NNLS,55,0.0060606060606060485,0.9992471335800228,2,2,1.0,0.0022371654386461326
SIM-0241,ID,Naive pooled UGA NNLS,76,0.030226319319829983,0.9786537770346844,2,2,1.0,0.011141214775701277
SIM-0242,SBS,Separate categorical NNLS,1492,0.003444146776112517,0.9998402676218962,7,7,1.0,
SIM-0242,SBS,Separate UGA NNLS,1492,0.001126269371252121,0.9999810562788517,7,7,1.0,
SIM-0242,DBS,Separate categorical NNLS,31,0.0034698652245544587,0.9995767561704808,7,7,1.0,
SIM-0242,DBS,Separate UGA NNLS,31,0.0023652851423257722,0.999900568887341,7,7,1.0,
SIM-0242,ID,Separate categorical NNLS,92,0.0059622381067988344,0.9994596440960083,7,7,1.0,
SIM-0242,ID,Separate UGA NNLS,92,0.0040564097688015385,0.999645146418393,7,7,1.0,
SIM-0242,SBS,Naive pooled UGA NNLS,1492,0.0018710540130523845,0.9998881128092353,7,7,1.0,0.001556055604215123
SIM-0242,DBS,Naive pooled UGA NNLS,31,0.02688172043010752,0.9820064469806473,7,7,1.0,0.001753468019351813
SIM-0242,ID,Naive pooled UGA NNLS,92,0.02517376947402238,0.9855253112887143,7,7,1.0,0.00019741241513680785
SIM-0243,SBS,Separate categorical NNLS,1161,0.009070749856470656,0.9952231167598652,3,10,0.0,
SIM-0243,SBS,Separate UGA NNLS,1161,0.0016211194697142144,0.999893844967417,3,3,1.0,
SIM-0243,DBS,Separate categorical NNLS,86,0.016217241554814594,0.9885585132343261,3,3,1.0,
SIM-0243,DBS,Separate UGA NNLS,86,0.0040182940552004965,0.9992752811572645,3,3,1.0,
SIM-0243,ID,Separate categorical NNLS,75,0.013269947936668565,0.9852180606487891,7,7,1.0,
SIM-0243,ID,Separate UGA NNLS,75,0.004799036201972886,0.9985556787157993,7,7,1.0,
SIM-0243,SBS,Naive pooled UGA NNLS,1161,0.006011053366567259,0.9989214761836187,3,3,1.0,0.01202729375299294
SIM-0243,DBS,Naive pooled UGA NNLS,86,0.03088078738996745,0.9469542198892898,3,10,0.0,0.004785523532938929
SIM-0243,ID,Naive pooled UGA NNLS,75,0.05974333867461676,0.7793924765014177,7,7,1.0,0.007241770220054067
SIM-0244,SBS,Separate categorical NNLS,1153,0.0013909601704108364,0.9999685008980488,3,3,1.0,
SIM-0244,SBS,Separate UGA NNLS,1153,0.000828240136952279,0.9999919126965335,3,3,1.0,
SIM-0244,DBS,Separate categorical NNLS,27,0.00179669528943882,0.9999598244422101,3,3,1.0,
SIM-0244,DBS,Separate UGA NNLS,27,0.005822573996752803,0.9996775964390633,3,3,1.0,
SIM-0244,ID,Separate categorical NNLS,81,0.003866729151739951,0.9997555792887288,3,3,1.0,
SIM-0244,ID,Separate UGA NNLS,81,0.004643628134246595,0.9997939392896599,3,3,1.0,
SIM-0244,SBS,Naive pooled UGA NNLS,1153,0.00239094293110025,0.9999353813243435,3,3,1.0,0.0030637382385554357
SIM-0244,DBS,Naive pooled UGA NNLS,27,0.06584707796600478,0.8429019926801072,3,3,1.0,0.012085409330297343
SIM-0244,ID,Naive pooled UGA NNLS,81,0.007868670815309687,0.9988329688154368,3,3,1.0,0.009021671091741956
SIM-0245,SBS,Separate categorical NNLS,959,0.002423181163623725,0.9999037350854105,2,2,1.0,
SIM-0245,SBS,Separate UGA NNLS,959,0.0015422137730566514,0.9999498221658023,2,2,1.0,
SIM-0245,DBS,Separate categorical NNLS,62,0.009392048298123115,0.9960438862623731,2,2,1.0,
SIM-0245,DBS,Separate UGA NNLS,62,0.002325178134042271,0.9997948412779784,2,2,1.0,
SIM-0245,ID,Separate categorical NNLS,237,0.0027278826548254973,0.9998864558229582,2,2,1.0,
SIM-0245,ID,Separate UGA NNLS,237,0.002779850731333152,0.9998952571651232,2,2,1.0,
SIM-0245,SBS,Naive pooled UGA NNLS,959,0.0037783607529532173,0.9995182336498654,2,2,1.0,0.013562704854551022
SIM-0245,DBS,Naive pooled UGA NNLS,62,0.02107958093250264,0.9852921643644837,2,2,1.0,0.003269301449858368
SIM-0245,ID,Naive pooled UGA NNLS,237,0.016715172029193332,0.9930299045301325,2,2,1.0,0.01029340340469273
SIM-0246,SBS,Separate categorical NNLS,926,0.002911246636277656,0.9998394716935445,2,2,1.0,
SIM-0246,SBS,Separate UGA NNLS,926,0.002010682686665232,0.9999292889073863,2,2,1.0,
SIM-0246,DBS,Separate categorical NNLS,98,0.0022587139018078913,0.9997171716797865,2,2,1.0,
SIM-0246,DBS,Separate UGA NNLS,98,0.0019878705464929235,0.9999022471898725,2,2,1.0,
SIM-0246,ID,Separate categorical NNLS,41,0.025942331760459986,0.9888690324954067,2,2,1.0,
SIM-0246,ID,Separate UGA NNLS,41,0.015446790765564865,0.9945896414981766,2,2,1.0,
SIM-0246,SBS,Naive pooled UGA NNLS,926,0.0038730014660530113,0.9994939288778586,2,2,1.0,0.0019170692846772752
SIM-0246,DBS,Naive pooled UGA NNLS,98,0.010161826596835066,0.9958145945535267,2,2,1.0,0.005954024643257158
SIM-0246,ID,Naive pooled UGA NNLS,41,0.06776642497995253,0.910764517710313,2,2,1.0,0.007871093927934433
SIM-0247,SBS,Separate categorical NNLS,1093,0.012794780832847614,0.9936614297381255,4,9,0.0,
SIM-0247,SBS,Separate UGA NNLS,1093,0.000843333852578203,0.9999878591172663,4,4,1.0,
SIM-0247,DBS,Separate categorical NNLS,66,0.0018792434091830944,0.9998455341680448,4,4,1.0,
SIM-0247,DBS,Separate UGA NNLS,66,0.0030899323390564657,0.9996327803007571,4,4,1.0,
SIM-0247,ID,Separate categorical NNLS,41,0.00656420769230772,0.9973137785151978,9,9,1.0,
SIM-0247,ID,Separate UGA NNLS,41,0.0023127283226886098,0.9998645465402112,9,9,1.0,
SIM-0247,SBS,Naive pooled UGA NNLS,1093,0.004462482802997975,0.999059676900878,4,4,1.0,0.016351732278684694
SIM-0247,DBS,Naive pooled UGA NNLS,66,0.02376410972691694,0.9755102812688166,4,4,1.0,0.0024293530822944234
SIM-0247,ID,Naive pooled UGA NNLS,41,0.05279665763143884,0.8482312772379533,9,4,0.0,0.01878108536097907
SIM-0248,SBS,Separate categorical NNLS,888,0.0015926876748525965,0.999963015859548,10,10,1.0,
SIM-0248,SBS,Separate UGA NNLS,888,0.0016493251419330004,0.9999673698587578,10,10,1.0,
SIM-0248,DBS,Separate categorical NNLS,98,0.006171178910690674,0.998738099308228,10,10,1.0,
SIM-0248,DBS,Separate UGA NNLS,98,0.007525966211903466,0.9992029218945812,10,10,1.0,
SIM-0248,ID,Separate categorical NNLS,48,0.00943635636281727,0.9990268234686566,10,10,1.0,
SIM-0248,ID,Separate UGA NNLS,48,0.003139612997952226,0.9998379103007758,10,10,1.0,
SIM-0248,SBS,Naive pooled UGA NNLS,888,0.003725504414985751,0.9997903239768654,10,10,1.0,0.0016042526908430776
SIM-0248,DBS,Naive pooled UGA NNLS,98,0.022936848948999198,0.9842114980287692,10,10,1.0,0.0010850887928502556
SIM-0248,ID,Naive pooled UGA NNLS,48,0.032766169826460495,0.9806007591741059,10,10,1.0,0.0005191638979928012
SIM-0249,SBS,Separate categorical NNLS,1424,0.006672039775593135,0.9972331507783221,8,8,1.0,
SIM-0249,SBS,Separate UGA NNLS,1424,0.0009829652148275936,0.9999757422814756,8,8,1.0,
SIM-0249,DBS,Separate categorical NNLS,56,0.007948783083216737,0.9972905249813939,8,8,1.0,
SIM-0249,DBS,Separate UGA NNLS,56,0.0025340885211210824,0.9998490367589598,8,8,1.0,
SIM-0249,ID,Separate categorical NNLS,152,0.005443429417981034,0.999293172759476,8,8,1.0,
SIM-0249,ID,Separate UGA NNLS,152,0.003747452764448938,0.9996696210806397,8,8,1.0,
SIM-0249,SBS,Naive pooled UGA NNLS,1424,0.0037453183520599347,0.9997837324043924,8,8,1.0,0.0077991495903873
SIM-0249,DBS,Naive pooled UGA NNLS,56,0.031083123185914507,0.9619533024481073,8,8,1.0,0.004955844195789837
SIM-0249,ID,Naive pooled UGA NNLS,152,0.0389493458396156,0.9588341824693687,8,8,1.0,0.0028433053945974285
SIM-0250,SBS,Separate categorical NNLS,1302,0.006264258507545387,0.9993922574014817,4,4,1.0,
SIM-0250,SBS,Separate UGA NNLS,1302,0.0013877001715607853,0.9999707094287353,4,4,1.0,
SIM-0250,DBS,Separate categorical NNLS,37,0.007697269749305252,0.9988130948751085,4,4,1.0,
SIM-0250,DBS,Separate UGA NNLS,37,0.004834724631619575,0.9993023379160292,4,4,1.0,
SIM-0250,ID,Separate categorical NNLS,36,0.01038720772779927,0.9984682242397916,4,4,1.0,
SIM-0250,ID,Separate UGA NNLS,36,0.005101572830086914,0.9993708681854462,4,4,1.0,
SIM-0250,SBS,Naive pooled UGA NNLS,1302,0.0019337216705516338,0.9999418240278146,4,4,1.0,0.01010522915246892
SIM-0250,DBS,Naive pooled UGA NNLS,37,0.02859922096043899,0.975409791300953,4,4,1.0,0.0003269344020748466
SIM-0250,ID,Naive pooled UGA NNLS,36,0.01889789950407567,0.9916582570036219,4,4,1.0,0.010432163554543648
SIM-0251,SBS,Separate categorical NNLS,1028,0.002704724579875789,0.9998940310861374,5,5,1.0,
SIM-0251,SBS,Separate UGA NNLS,1028,0.0017272033217527781,0.9999669838531353,5,5,1.0,
SIM-0251,DBS,Separate categorical NNLS,81,0.002891140076835771,0.9998328852314116,5,5,1.0,
SIM-0251,DBS,Separate UGA NNLS,81,0.004591667738944344,0.9997020389213597,5,5,1.0,
SIM-0251,ID,Separate categorical NNLS,300,0.002967586043025874,0.9998663785526901,5,5,1.0,
SIM-0251,ID,Separate UGA NNLS,300,0.0029439658464106514,0.9998437631404675,5,5,1.0,
SIM-0251,SBS,Naive pooled UGA NNLS,1028,0.005845152734516509,0.9995660715104868,5,5,1.0,0.005065297115721568
SIM-0251,DBS,Naive pooled UGA NNLS,81,0.017037675250542023,0.9939161371081255,5,5,1.0,0.008449942784851588
SIM-0251,ID,Naive pooled UGA NNLS,300,0.01451789986262153,0.9948558984024135,5,5,1.0,0.01351523990057299
SIM-0252,SBS,Separate categorical NNLS,1390,0.002665921766022941,0.9998273160074692,2,2,1.0,
SIM-0252,SBS,Separate UGA NNLS,1390,0.0006669726673739348,0.999995220581548,2,2,1.0,
SIM-0252,DBS,Separate categorical NNLS,41,0.007128840206731833,0.9974144285209714,2,2,1.0,
SIM-0252,DBS,Separate UGA NNLS,41,0.00460545915832776,0.999686019940095,2,2,1.0,
SIM-0252,ID,Separate categorical NNLS,135,0.002543971832483356,0.9998562257048512,2,2,1.0,
SIM-0252,ID,Separate UGA NNLS,135,0.0037863383417934987,0.9997690008434503,2,2,1.0,
SIM-0252,SBS,Naive pooled UGA NNLS,1390,0.0027664637436424374,0.9996914959990233,2,2,1.0,0.003150306203658415
SIM-0252,DBS,Naive pooled UGA NNLS,41,0.069114606698108,0.6996873080884106,2,6,0.0,0.000752307809498011
SIM-0252,ID,Naive pooled UGA NNLS,135,0.005797619860864107,0.9986372079041159,2,2,1.0,0.0023979983941600086
SIM-0253,SBS,Separate categorical NNLS,776,0.009202724639797393,0.9943071473860803,8,8,1.0,
SIM-0253,SBS,Separate UGA NNLS,776,0.0010767183322663969,0.9999790917489992,8,8,1.0,
SIM-0253,DBS,Separate categorical NNLS,29,0.010284982115041199,0.9973942349575289,4,4,1.0,
SIM-0253,DBS,Separate UGA NNLS,29,0.004653525268778229,0.999416790694308,4,4,1.0,
SIM-0253,ID,Separate categorical NNLS,105,0.005688497427805676,0.9983275221706086,8,8,1.0,
SIM-0253,ID,Separate UGA NNLS,105,0.004431071593179248,0.9994030560220007,8,8,1.0,
SIM-0253,SBS,Naive pooled UGA NNLS,776,0.0011497480507105839,0.9999616031924112,8,8,1.0,0.008179340444535832
SIM-0253,DBS,Naive pooled UGA NNLS,29,0.015944256823929935,0.9937550766161505,4,4,1.0,0.0005576663794952877
SIM-0253,ID,Naive pooled UGA NNLS,105,0.013449931800287898,0.9951210693755608,8,8,1.0,0.00873700682403114
SIM-0254,SBS,Separate categorical NNLS,1724,0.0021058663103312443,0.999937921847286,5,5,1.0,
SIM-0254,SBS,Separate UGA NNLS,1724,0.0013459708168400263,0.9999810805767829,5,5,1.0,
SIM-0254,DBS,Separate categorical NNLS,32,0.001496969187622497,0.9999404212291847,5,5,1.0,
SIM-0254,DBS,Separate UGA NNLS,32,0.0035305964803143755,0.9998827682609921,5,5,1.0,
SIM-0254,ID,Separate categorical NNLS,195,0.0027112015665240103,0.9999154056844594,5,5,1.0,
SIM-0254,ID,Separate UGA NNLS,195,0.0027501276662000745,0.9998978318880931,5,5,1.0,
SIM-0254,SBS,Naive pooled UGA NNLS,1724,0.0024198507448860685,0.9999317848252657,5,5,1.0,0.005015007558800133
SIM-0254,DBS,Naive pooled UGA NNLS,32,0.009558211469240926,0.9978671615180393,5,5,1.0,0.00723419984310596
SIM-0254,ID,Naive pooled UGA NNLS,195,0.010347203741407867,0.9969428606085444,5,5,1.0,0.00221919228430581
SIM-0255,SBS,Separate categorical NNLS,1118,0.0026957060468228017,0.9998961651067741,1,1,1.0,
SIM-0255,SBS,Separate UGA NNLS,1118,0.0013609437683887008,0.9999568844450625,1,1,1.0,
SIM-0255,DBS,Separate categorical NNLS,107,0.004199268531706489,0.9994014485843603,1,1,1.0,
SIM-0255,DBS,Separate UGA NNLS,107,0.004724483842079115,0.9994310058865087,1,1,1.0,
SIM-0255,ID,Separate categorical NNLS,34,0.012821043833662615,0.9930765362814927,1,1,1.0,
SIM-0255,ID,Separate UGA NNLS,34,0.0011246220346697955,0.9999217745311867,1,1,1.0,
SIM-0255,SBS,Naive pooled UGA NNLS,1118,0.004659195988566469,0.9994541602596859,1,1,1.0,0.008151223367222515
SIM-0255,DBS,Naive pooled UGA NNLS,107,0.03676345256446138,0.9257816391769479,1,1,1.0,0.0019797411981230945
SIM-0255,ID,Naive pooled UGA NNLS,34,0.04665918287116186,0.8859063366896547,1,1,1.0,0.006171482169099567
SIM-0256,SBS,Separate categorical NNLS,930,0.001589746922854745,0.9999499970883646,2,2,1.0,
SIM-0256,SBS,Separate UGA NNLS,930,0.001296790615051488,0.999988614150935,2,2,1.0,
SIM-0256,DBS,Separate categorical NNLS,26,0.009986470315035433,0.9977844215284682,2,2,1.0,
SIM-0256,DBS,Separate UGA NNLS,26,0.007032575397042,0.9993740027581518,2,2,1.0,
SIM-0256,ID,Separate categorical NNLS,45,0.027977193595878597,0.9851281998860261,2,2,1.0,
SIM-0256,ID,Separate UGA NNLS,45,0.011282386565005338,0.999197985021267,2,2,1.0,
SIM-0256,SBS,Naive pooled UGA NNLS,930,0.0027717078434346307,0.9999419029442241,2,2,1.0,0.004180380934035832
SIM-0256,DBS,Naive pooled UGA NNLS,26,0.012820512820512822,0.9964819969363958,2,2,1.0,0.002169628504589745
SIM-0256,ID,Naive pooled UGA NNLS,45,0.05191069570422146,0.962655326317321,2,2,1.0,0.00635000943862566
SIM-0257,SBS,Separate categorical NNLS,1274,0.0030332032587450744,0.9997701139820909,12,12,1.0,
SIM-0257,SBS,Separate UGA NNLS,1274,0.000581353572341511,0.999988676952956,12,12,1.0,
SIM-0257,DBS,Separate categorical NNLS,119,0.0002873919727925845,0.9999977874921866,12,12,1.0,
SIM-0257,DBS,Separate UGA NNLS,119,0.0026945929492149523,0.999907621689103,12,12,1.0,
SIM-0257,ID,Separate categorical NNLS,92,0.004276110864629451,0.9994133624558645,12,12,1.0,
SIM-0257,ID,Separate UGA NNLS,92,0.001561618754895737,0.9999233510719281,12,12,1.0,
SIM-0257,SBS,Naive pooled UGA NNLS,1274,0.0019363464040571873,0.9998372167183978,12,12,1.0,0.004360207821743067
SIM-0257,DBS,Naive pooled UGA NNLS,119,0.0041577884027471776,0.9992988460195028,12,12,1.0,0.0030988969660163124
SIM-0257,ID,Naive pooled UGA NNLS,92,0.025105733348596105,0.9747876251653821,12,12,1.0,0.0074591047877595185
SIM-0258,SBS,Separate categorical NNLS,2296,0.0017995251671520471,0.9999551357693446,8,8,1.0,
SIM-0258,SBS,Separate UGA NNLS,2296,0.0008253108456613326,0.9999934654846587,8,8,1.0,
SIM-0258,DBS,Separate categorical NNLS,47,0.010574139764112164,0.9968149856006546,8,8,1.0,
SIM-0258,DBS,Separate UGA NNLS,47,0.003987098869251565,0.9997414687047622,8,8,1.0,
SIM-0258,ID,Separate categorical NNLS,47,0.0020449119326201963,0.999933236233848,8,8,1.0,
SIM-0258,ID,Separate UGA NNLS,47,0.003818015745083017,0.9995397126557094,8,8,1.0,
SIM-0258,SBS,Naive pooled UGA NNLS,2296,0.0017578569707433587,0.999963988918009,8,8,1.0,0.0016572040143888467
SIM-0258,DBS,Naive pooled UGA NNLS,47,0.006353003633530265,0.998650596071871,8,8,1.0,0.00015986189410439888
SIM-0258,ID,Naive pooled UGA NNLS,47,0.06382969582245614,0.8959469294623194,8,8,1.0,0.0014973421202843923
SIM-0259,SBS,Separate categorical NNLS,980,0.004744930323385216,0.9998085534287182,12,12,1.0,
SIM-0259,SBS,Separate UGA NNLS,980,0.0023415247271870256,0.9999291674399385,12,12,1.0,
SIM-0259,DBS,Separate categorical NNLS,100,0.006933404655928346,0.9985523083585781,12,12,1.0,
SIM-0259,DBS,Separate UGA NNLS,100,0.002327207653717873,0.9998580575490283,12,12,1.0,
SIM-0259,ID,Separate categorical NNLS,62,0.0003398787249292671,0.9999968001608274,12,12,1.0,
SIM-0259,ID,Separate UGA NNLS,62,0.0012296883503954354,0.9999549093023848,12,12,1.0,
SIM-0259,SBS,Naive pooled UGA NNLS,980,0.0038643684072359494,0.9998210826790269,12,12,1.0,0.017481994310351245
SIM-0259,DBS,Naive pooled UGA NNLS,100,0.013188045525010343,0.9961745928641486,12,12,1.0,0.006049145101044526
SIM-0259,ID,Naive pooled UGA NNLS,62,0.03512690875961443,0.9706566641433415,12,12,1.0,0.011432849209306699
SIM-0260,SBS,Separate categorical NNLS,1160,0.0021851681008811714,0.9999506632494516,9,9,1.0,
SIM-0260,SBS,Separate UGA NNLS,1160,0.001974293878944237,0.9999334095012461,9,9,1.0,
SIM-0260,DBS,Separate categorical NNLS,66,0.002525252525252525,0.9998130248328938,9,9,1.0,
SIM-0260,DBS,Separate UGA NNLS,66,0.0032929438192378434,0.9997101877746134,9,9,1.0,
SIM-0260,ID,Separate categorical NNLS,211,0.0007231373919159251,0.9999855746769101,9,9,1.0,
SIM-0260,ID,Separate UGA NNLS,211,0.0019156513923351858,0.999932345808579,9,9,1.0,
SIM-0260,SBS,Naive pooled UGA NNLS,1160,0.004337393393727942,0.9994428824350853,9,9,1.0,0.010124370659811865
SIM-0260,DBS,Naive pooled UGA NNLS,66,0.015409607159535389,0.9934009880295768,9,9,1.0,0.0034501382647684903
SIM-0260,ID,Naive pooled UGA NNLS,211,0.02121774294356123,0.9874923248357544,9,9,1.0,0.006674232395043306
SIM-0261,SBS,Separate categorical NNLS,1152,0.0012300925486556466,0.9999821534015583,2,2,1.0,
SIM-0261,SBS,Separate UGA NNLS,1152,0.0012640025049496005,0.999983685905502,2,2,1.0,
SIM-0261,DBS,Separate categorical NNLS,134,0.004314152756319876,0.9997262333344177,2,2,1.0,
