modality,representation,algorithm,patient,mutation_burden,cosine,mae,n_active_truth_signatures,n_active_predicted_signatures
ID,standard,NNLS,SP91730,8.0,0.7296263627157673,0.0376133293575242,5,4
ID,standard,NNLS,SP91746,5.0,0.2224983399159123,0.066788990825688,5,5
ID,standard,NNLS,SP92195,4.0,0.1897272066659921,0.0665134099616858,5,4
ID,standard,NNLS,SP92268,4.0,0.0,0.08,4,5
ID,standard,NNLS,SP92332,7.0,0.0877227693261818,0.0686063712441183,5,7
ID,standard,NNLS,SP92364,273.0,0.5231559499772989,0.0559571312102046,2,10
ID,standard,NNLS,SP92460,74.0,0.3123554992181962,0.0636827724905438,2,10
ID,standard,NNLS,SP9251,3.0,0.0,0.0799999999999999,5,7
ID,standard,NNLS,SP92659,7.0,0.0,0.08,2,9
ID,standard,NNLS,SP92707,5.0,0.3486573953511345,0.0551641791044776,5,5
ID,standard,NNLS,SP92723,7.0,0.0540061558913999,0.0728452691761731,4,5
ID,standard,NNLS,SP92787,5.0,0.524124468514384,0.043941410730917,5,6
ID,standard,NNLS,SP92931,12.0,0.2706335365511484,0.0560289167898597,5,8
ID,standard,NNLS,SP92947,7.0,0.0,0.08,4,9
ID,standard,NNLS,SP93652,2.0,0.4776197453856965,0.052863436123348,5,2
ID,standard,NNLS,SP93772,5.0,0.0438081456712479,0.0733462993556353,5,4
ID,standard,NNLS,SP94060,3.0,0.0,0.08,5,4
ID,standard,NNLS,SP94236,10.0,0.0,0.08,5,4
ID,standard,NNLS,SP9433,2.0,0.0,0.08,4,2
ID,standard,NNLS,SP94332,8.0,0.7932395638798941,0.0288614247182256,3,4
ID,standard,NNLS,SP94540,2.0,0.0,0.08,3,7
ID,standard,NNLS,SP94588,4.0,0.2838406060832742,0.0526438497371095,5,4
ID,standard,NNLS,SP94661,1.0,0.0,0.08,5,1
ID,standard,NNLS,SP9481,3.0,0.0,0.08,4,3
ID,standard,NNLS,SP94917,58.0,0.5676606202466113,0.052079404978654,2,9
ID,standard,NNLS,SP94933,191.0,0.1961072344059814,0.0686363095357909,2,10
ID,standard,NNLS,SP95126,7.0,0.0509892461817195,0.0735245906201026,5,4
ID,standard,NNLS,SP95222,4.0,0.2681951106489295,0.0538925817963713,5,4
ID,standard,NNLS,SP953,9.0,0.0,0.08,5,8
ID,standard,NNLS,SP95406,9.0,0.3596237220235563,0.0659283387622149,5,4
ID,standard,NNLS,SP95550,3.0,0.2036564401761862,0.066275115919629,5,4
ID,standard,NNLS,SP95646,3.0,0.0924547435232077,0.0689546351084812,5,3
ID,standard,NNLS,SP96110,5.0,0.0,0.08,2,4
ID,standard,NNLS,SP96112,4.0,0.0,0.08,2,5
ID,standard,NNLS,SP96114,8.0,0.0403068357947667,0.0762664987169854,3,10
ID,standard,NNLS,SP96116,3.0,0.0,0.08,2,6
ID,standard,NNLS,SP96118,42.0,0.432172888677415,0.0598071658210048,2,7
ID,standard,NNLS,SP96120,11.0,0.1238136308457782,0.0716723937116522,3,10
ID,standard,NNLS,SP96122,15.0,0.0,0.08,2,6
ID,standard,NNLS,SP96124,11.0,0.1262959098799476,0.0736037380716919,2,8
ID,standard,NNLS,SP96126,7.0,0.0,0.08,2,6
ID,standard,NNLS,SP96129,8.0,0.2115395945815286,0.06831579563551,2,7
ID,standard,NNLS,SP96136,21.0,0.8303198472491496,0.042654008997903,6,7
ID,standard,NNLS,SP96147,1.0,0.2522854964361062,0.0688372093023255,5,1
ID,standard,NNLS,SP96163,12.0,0.988041675603177,0.0069235119853693,3,3
ID,standard,NNLS,SP963,8.0,0.3070002603230186,0.0590129325022451,6,8
ID,standard,NNLS,SP9648,6.0,0.7168907149703743,0.0439073131583945,5,3
ID,standard,NNLS,SP96511,6.0,0.9021786781750007,0.0304605263157894,3,2
ID,standard,NNLS,SP96540,1.0,0.0,0.08,4,3
ID,standard,NNLS,SP967,2.0,0.0,0.08,3,2
ID,standard,NNLS,SP96834,1.0,0.0,0.08,4,1
ID,standard,NNLS,SP96882,2.0,0.2273920365325939,0.0666666666666666,6,4
ID,standard,NNLS,SP97104,3.0,0.8511089077875422,0.0340828402366863,6,3
ID,standard,NNLS,SP97113,5.0,0.2454026922051778,0.0662168674698795,5,4
ID,standard,NNLS,SP97124,21.0,0.8633055192458409,0.0339619657988595,4,8
ID,standard,NNLS,SP97145,1.0,0.0,0.08,6,4
ID,standard,NNLS,SP97161,13.0,0.1046072946050339,0.0642735042735042,5,7
ID,standard,NNLS,SP97194,31.0,0.0539580690508755,0.0708515861208385,5,9
ID,standard,NNLS,SP97243,9.0,0.1487002382308199,0.0634889171014826,6,10
ID,standard,NNLS,SP97249,13.0,0.2270801330432031,0.0614048999814897,5,8
ID,standard,NNLS,SP97258,14.0,0.1696649602036479,0.0604002780321584,4,8
ID,standard,NNLS,SP97269,21.0,0.0677681447292411,0.0704743820948098,4,9
ID,standard,NNLS,SP97278,12.0,0.7584829133488725,0.0447600813827723,5,7
ID,standard,NNLS,SP975,19.0,0.7892440305129698,0.04169305716245,3,5
ID,standard,NNLS,SP97681,10.0,0.3997163652128133,0.0540049526805784,5,8
ID,standard,NNLS,SP97685,10.0,0.5967982457061708,0.0483794466403162,5,7
ID,standard,NNLS,SP97747,5.0,0.0,0.08,4,2
ID,standard,NNLS,SP97771,6.0,0.1932866211553093,0.0651546391752577,4,9
ID,standard,NNLS,SP97775,11.0,0.4210007724731207,0.0580019782393669,6,7
ID,standard,NNLS,SP98053,7.0,0.3031675985401952,0.0566210149458931,4,4
ID,standard,NNLS,SP98060,2.0,0.0246187098314918,0.0771063736627642,5,6
ID,standard,NNLS,SP98065,6.0,0.1718572137190312,0.0674230145867098,5,7
ID,standard,NNLS,SP98078,5.0,0.3467086087684879,0.0630088495575221,4,3
ID,standard,NNLS,SP98082,13.0,0.3330395123095095,0.0528835842730279,5,12
ID,standard,NNLS,SP98090,11.0,0.3866482622952893,0.0552673372154579,3,6
ID,standard,NNLS,SP98092,8.0,0.1608892363380206,0.0598717333230606,5,5
ID,standard,NNLS,SP98096,8.0,0.197100356564446,0.0583759959172515,4,6
ID,standard,NNLS,SP9816,6.0,0.8992892635816832,0.0218467134261264,4,4
ID,standard,NNLS,SP98164,11.0,0.571718955407973,0.0467663677768626,4,5
ID,standard,NNLS,SP98192,4.0,0.0,0.08,1,3
ID,standard,NNLS,SP98265,8.0,0.2135412829540026,0.0673978996499416,4,5
ID,standard,NNLS,SP98289,7.0,0.0996381397513734,0.0661598951507208,4,6
ID,standard,NNLS,SP98297,13.0,0.6275776116124103,0.0432281907244702,5,7
ID,standard,NNLS,SP98305,7.0,0.0357134932657777,0.076424004370997,4,7
ID,standard,NNLS,SP98313,2.0,0.0,0.08,2,4
ID,standard,NNLS,SP98327,4.0,0.0,0.08,4,5
ID,standard,NNLS,SP98359,4.0,0.1538340103981798,0.0673267326732673,5,4
ID,standard,NNLS,SP98833,4.0,0.2352874316823177,0.0613721930594404,6,6
ID,standard,NNLS,SP98839,10.0,0.2637134458315114,0.0663197026022305,4,6
ID,standard,NNLS,SP98841,6.0,0.6194127719876992,0.0393650793650793,4,4
ID,standard,NNLS,SP98843,6.0,0.0,0.08,4,8
ID,standard,NNLS,SP98845,56.0,0.4808852070286997,0.0608897066788601,2,8
ID,standard,NNLS,SP98847,5.0,0.1100695165223395,0.0679749478079332,4,5
ID,standard,NNLS,SP98849,6.0,0.6452993576668614,0.0444559315721234,5,5
ID,standard,NNLS,SP98851,3.0,0.4150735037878601,0.0622814815779236,5,6
ID,standard,NNLS,SP98853,14.0,0.2302163250424636,0.0694646680942184,5,6
ID,standard,NNLS,SP98855,2.0,0.0,0.08,4,4
ID,standard,NNLS,SP98859,2.0,0.1154726253745158,0.067247249760202,4,3
ID,standard,NNLS,SP98861,8.0,0.5895446007632559,0.0426390685640362,6,8
ID,standard,NNLS,SP98863,2.0,0.0,0.0799999999999999,3,2
ID,standard,NNLS,SP98865,4.0,0.0,0.08,5,5
ID,standard,NNLS,SP98867,9.0,0.2217375157818365,0.060673869969337,4,10
ID,standard,NNLS,SP98869,2.0,0.0,0.08,4,4
ID,standard,NNLS,SP98871,7.0,0.0176159138896467,0.0772765243840284,4,7
ID,standard,NNLS,SP98873,11.0,0.3852494524077645,0.0555442518872916,4,5
ID,standard,NNLS,SP98875,13.0,0.1926025987801008,0.0659500011655458,4,8
ID,standard,NNLS,SP98877,7.0,0.4024920056328751,0.0546512123096431,4,5
ID,standard,NNLS,SP98879,6.0,0.0,0.08,5,7
ID,standard,NNLS,SP98881,10.0,0.1934290112149466,0.0635361692881042,5,7
ID,standard,NNLS,SP98883,5.0,0.2323104448956694,0.0654448062228608,4,5
ID,standard,NNLS,SP98885,8.0,0.4379936370376167,0.0559176110874024,6,5
ID,standard,NNLS,SP98887,11.0,0.0470857276360113,0.0764802965412018,4,8
ID,standard,NNLS,SP98889,11.0,0.4841371458368691,0.0526748450380938,4,7
ID,standard,NNLS,SP98891,6.0,0.1899756265057684,0.0642088091353996,5,6
ID,standard,NNLS,SP98893,12.0,0.1287464565935143,0.0632083704639329,5,7
ID,standard,NNLS,SP98896,13.0,0.4205338259281506,0.0525916788952077,4,4
ID,standard,NNLS,SP98898,5.0,0.1385913722449018,0.0663527868685616,4,3
ID,standard,NNLS,SP98900,4.0,0.285680612141506,0.0695035460992907,6,8
ID,standard,NNLS,SP98902,8.0,0.44829841554613,0.0515472025681488,4,6
ID,standard,NNLS,SP98904,4.0,0.0,0.0799999999999999,4,6
ID,standard,NNLS,SP98907,11.0,0.0951401657967565,0.0723754486139964,4,6
ID,standard,NNLS,SP98909,8.0,0.2212042479246465,0.0660560030824343,4,8
ID,standard,NNLS,SP98913,11.0,0.2984498716903607,0.0524955128262284,5,5
ID,standard,NNLS,SP98915,5.0,0.0,0.08,4,5
ID,standard,NNLS,SP98921,1.0,0.465806510188894,0.0615856777493606,5,2
ID,standard,NNLS,SP98925,3.0,0.1910776174684753,0.0648396501457726,5,2
ID,standard,NNLS,SP98927,7.0,0.1278586993867493,0.0620235242857707,6,6
ID,standard,NNLS,SP98933,7.0,0.3771313151925478,0.0531886392853369,5,7
ID,standard,NNLS,SP98937,3.0,0.0,0.08,4,4
ID,standard,NNLS,SP98941,3.0,0.0,0.08,4,2
ID,standard,NNLS,SP98945,2.0,0.0,0.08,5,4
ID,standard,NNLS,SP98949,3.0,0.1798277745742444,0.0655448696441054,4,7
ID,standard,NNLS,SP98953,8.0,0.0,0.08,3,8
ID,standard,NNLS,SP98955,9.0,0.3486164412791465,0.0632679738562091,4,6
ID,standard,NNLS,SP98965,4.0,0.0,0.08,4,7
ID,standard,NNLS,SP98967,4.0,0.6935107363333276,0.0328872022113745,5,5
ID,standard,NNLS,SP98973,11.0,0.2365183483850441,0.0648024261596459,6,5
ID,standard,NNLS,SP98975,2.0,0.700758732194265,0.0402105263157894,4,2
ID,standard,NNLS,SP98981,3.0,0.0,0.08,5,3
ID,standard,NNLS,SP98985,8.0,0.6356514404547845,0.0512873862158647,4,8
ID,standard,NNLS,SP98989,3.0,0.226552295235452,0.0622485207100591,3,3
ID,standard,NNLS,SP98991,2.0,0.1792205797818979,0.0711418685121107,6,2
ID,standard,NNLS,SP98997,11.0,0.2249843589698226,0.0625859881801751,5,10
ID,standard,NNLS,SP99003,4.0,0.0,0.08,4,4
ID,standard,NNLS,SP99007,3.0,0.4075348175966625,0.0551295336787564,5,3
ID,standard,NNLS,SP99011,7.0,0.1013485662247373,0.0681344843286782,4,6
ID,standard,NNLS,SP99013,11.0,0.453218259073795,0.050506054402756,5,6
ID,standard,NNLS,SP99019,8.0,0.1991666497389969,0.0689096573208722,5,8
ID,standard,NNLS,SP99021,5.0,0.5395756966900473,0.0549812734082397,5,4
ID,standard,NNLS,SP99025,4.0,0.5005010464144516,0.0464516129032258,5,4
ID,standard,NNLS,SP99029,2.0,0.1452469538034591,0.0704259819017818,4,11
ID,standard,NNLS,SP99033,4.0,0.1213292260738013,0.0731736526946107,5,4
ID,standard,NNLS,SP99037,3.0,0.0,0.08,5,3
ID,standard,NNLS,SP99041,3.0,0.0,0.08,4,2
ID,standard,NNLS,SP99045,8.0,0.569865026422045,0.0458922155688622,5,7
ID,standard,NNLS,SP99049,14.0,0.1173137173012641,0.0718295384937271,4,7
ID,standard,NNLS,SP99053,7.0,0.3260826740379882,0.061598623564696,5,6
ID,standard,NNLS,SP99057,1.0,0.3874194221130297,0.0675968992248062,7,1
ID,standard,NNLS,SP99061,9.0,0.129758776834831,0.0728321943811693,6,9
ID,standard,NNLS,SP99065,3.0,0.3471038817630432,0.0616907216494845,5,3
ID,standard,NNLS,SP99069,8.0,0.527609386427343,0.0597044334975369,5,4
ID,standard,NNLS,SP99073,9.0,0.1829110107653256,0.0679530392550201,5,9
ID,standard,NNLS,SP99077,2.0,0.0,0.08,5,3
ID,standard,NNLS,SP99081,4.0,0.1267671268789162,0.0682517482517482,5,4
ID,standard,NNLS,SP99085,7.0,0.1912296090190163,0.0672319201995012,4,7
ID,standard,NNLS,SP99089,4.0,0.0,0.08,4,6
ID,standard,NNLS,SP99093,6.0,0.3067937088361379,0.0604399735239336,4,6
ID,standard,NNLS,SP99097,2.0,0.0,0.08,3,1
ID,standard,NNLS,SP99101,3.0,0.0,0.08,2,3
ID,standard,NNLS,SP99105,4.0,0.2271026805694127,0.0675987841945288,5,4
ID,standard,NNLS,SP99109,8.0,0.1410671558687433,0.0703883495145631,4,7
ID,standard,NNLS,SP99113,1.0,0.0,0.08,3,2
ID,standard,NNLS,SP99117,5.0,0.2068754485673063,0.0675767918088737,5,4
ID,standard,NNLS,SP99121,7.0,0.4164196406653463,0.052617528039523,4,7
ID,standard,NNLS,SP99125,5.0,0.104036219539166,0.066296387058979,4,5
ID,standard,NNLS,SP99129,4.0,0.3023059914017775,0.0628871391076115,4,7
ID,standard,NNLS,SP99133,7.0,0.1062729261393313,0.0673056469358019,4,6
ID,standard,NNLS,SP99137,8.0,0.2584101116603504,0.0651851851851851,5,6
ID,standard,NNLS,SP99141,3.0,0.1320771685208372,0.0712845528455284,5,2
ID,standard,NNLS,SP99145,4.0,0.0,0.0799999999999999,3,4
ID,standard,NNLS,SP99149,3.0,0.4011546066463848,0.0545634266886326,5,2
ID,standard,NNLS,SP99153,3.0,0.593712740502553,0.0485199030222966,4,4
ID,standard,NNLS,SP99157,3.0,0.1805610068969467,0.0677171717171717,5,3
ID,standard,NNLS,SP99161,1.0,0.0,0.08,5,1
ID,standard,NNLS,SP99165,2.0,0.6420907921373465,0.0456031128404669,5,2
ID,standard,NNLS,SP99173,8.0,0.2150237689344717,0.0636459230631514,4,6
ID,standard,NNLS,SP99177,5.0,0.0,0.08,4,5
ID,standard,NNLS,SP99181,3.0,0.0,0.08,4,4
ID,standard,NNLS,SP99185,6.0,0.7304821076367062,0.037165517894019,4,6
ID,standard,NNLS,SP99189,2.0,0.2338288319869941,0.0713692946058091,6,5
ID,standard,NNLS,SP99193,3.0,0.0,0.08,3,4
ID,standard,NNLS,SP99197,12.0,0.7382126964100703,0.0367091541135573,4,5
ID,standard,NNLS,SP99201,1.0,0.0,0.08,4,2
ID,standard,NNLS,SP99205,2.0,0.0,0.0799999999999999,5,5
ID,standard,NNLS,SP99209,3.0,0.0,0.08,4,3
ID,standard,NNLS,SP99217,1.0,0.0,0.0799999999999999,4,2
ID,standard,NNLS,SP99225,6.0,0.2609450453589398,0.0674973953380606,5,7
ID,standard,NNLS,SP99229,5.0,0.0,0.08,4,5
ID,standard,NNLS,SP99233,5.0,0.2747277727428414,0.0570678336980306,5,6
ID,standard,NNLS,SP99237,3.0,0.2004295500892768,0.0642857142857142,6,3
ID,standard,NNLS,SP99241,13.0,0.4841288776305835,0.0563157728778595,5,7
ID,standard,NNLS,SP99249,1.0,0.0,0.08,5,1
ID,standard,NNLS,SP99253,5.0,0.327872697849586,0.0571718134323931,5,3
ID,standard,NNLS,SP99257,8.0,0.2814578823309448,0.0583864915572232,5,6
ID,standard,NNLS,SP99261,7.0,0.5144281801834513,0.0495195755610653,4,8
ID,standard,NNLS,SP99269,2.0,0.0,0.08,4,3
ID,standard,NNLS,SP99271,3.0,0.3732948468875101,0.0605560488132499,4,4
ID,standard,NNLS,SP99279,6.0,0.095279829989247,0.0687457627118644,4,6
ID,standard,NNLS,SP99287,1.0,0.0,0.08,3,2
ID,standard,NNLS,SP99289,5.0,0.3421952207001172,0.0573257534788085,4,4
ID,standard,NNLS,SP99293,1.0,0.0948131127202128,0.0720088983529202,4,8
ID,standard,NNLS,SP99297,2.0,0.0187170446462715,0.0765217391304347,6,8
ID,standard,NNLS,SP9930,9.0,0.8928238460806623,0.0263892215522799,4,4
ID,standard,NNLS,SP99301,6.0,0.5110984682674468,0.060054113892707,2,6
ID,standard,NNLS,SP99305,6.0,0.1094615402500069,0.0686955436443016,4,8
ID,standard,NNLS,SP99309,4.0,0.0,0.08,3,6
ID,standard,NNLS,SP99313,8.0,0.5930260998636536,0.0519865528293658,3,6
ID,standard,NNLS,SP99325,574.0,0.5094895075354389,0.0562907706360735,2,9
ID,standard,NNLS,SP99329,1.0,0.0,0.08,4,2
ID,standard,NNLS,SP99333,3.0,0.091434904325922,0.0711462450592885,3,3
ID,standard,NNLS,SP99337,2.0,0.0,0.08,3,4
ID,standard,NNLS,SP99341,5.0,0.0,0.08,3,6
ID,standard,NNLS,SP99345,2.0,0.0,0.08,4,2
ID,standard,NNLS,SP9979,3.0,0.3815125487591589,0.0568553459119496,5,2
SBS,locked_uga,NNLS,SP1003,347.0,0.5994182010289613,0.0104815989005437,4,12
SBS,locked_uga,NNLS,SP10084,85.0,0.0611341519100477,0.0193611061932842,6,16
SBS,locked_uga,NNLS,SP1009,148.0,0.5969812956093916,0.0125429383908819,4,12
SBS,locked_uga,NNLS,SP10150,94.0,0.5840648033200516,0.0119480300100676,4,13
SBS,locked_uga,NNLS,SP101515,83.0,0.0071659689566991,0.020095091116573,5,16
SBS,locked_uga,NNLS,SP101519,76.0,0.030836562554147,0.0197339987207044,3,15
SBS,locked_uga,NNLS,SP101521,60.0,0.0793289670278091,0.0176760355311059,5,12
SBS,locked_uga,NNLS,SP101523,96.0,0.0421242033404365,0.0185093649722826,5,14
SBS,locked_uga,NNLS,SP101526,188.0,0.5697084949625353,0.0115187013494836,5,16
SBS,locked_uga,NNLS,SP101528,72.0,0.0,0.0206185567010309,3,15
SBS,locked_uga,NNLS,SP101532,104.0,0.0171135037239212,0.0197721720655518,2,19
SBS,locked_uga,NNLS,SP101536,46.0,0.2069028231802112,0.0177858950556721,5,14
SBS,locked_uga,NNLS,SP101540,67.0,0.2533827877105579,0.0170189601259225,5,12
SBS,locked_uga,NNLS,SP101544,60.0,0.0910634585310789,0.0185891838608577,4,13
SBS,locked_uga,NNLS,SP101548,64.0,0.0,0.0206185567010309,3,13
SBS,locked_uga,NNLS,SP101552,168.0,0.0033473634235341,0.0200111374695624,5,17
SBS,locked_uga,NNLS,SP101558,56.0,0.0,0.0206185567010309,3,10
SBS,locked_uga,NNLS,SP101564,43.0,0.1574635636559183,0.0175175001589396,5,13
SBS,locked_uga,NNLS,SP101572,52.0,0.1012922228896248,0.0177744042671719,5,11
SBS,locked_uga,NNLS,SP101576,121.0,0.0098435318554789,0.0200923793413689,5,17
SBS,locked_uga,NNLS,SP101580,84.0,0.0212849973560939,0.0200193896182642,3,20
SBS,locked_uga,NNLS,SP101584,82.0,0.0010159589881214,0.0205611813394836,3,12
SBS,locked_uga,NNLS,SP101588,50.0,0.1352687571708412,0.0183125339120998,3,12
SBS,locked_uga,NNLS,SP101592,76.0,0.0108972163611223,0.0196473781612434,3,9
SBS,locked_uga,NNLS,SP101596,50.0,0.0851428905000601,0.0188275130948018,4,16
SBS,locked_uga,NNLS,SP101600,20.0,0.0689745382515163,0.0186176617712329,6,10
SBS,locked_uga,NNLS,SP101604,72.0,0.0412352507946214,0.0193022799904157,5,15
SBS,locked_uga,NNLS,SP101610,57.0,0.0,0.0206185567010309,2,14
SBS,locked_uga,NNLS,SP101616,128.0,0.0,0.0206185567010309,3,20
SBS,locked_uga,NNLS,SP101622,128.0,0.0053312696172415,0.0199816634881672,3,13
SBS,locked_uga,NNLS,SP101628,111.0,0.0353844101116815,0.0189322332687887,5,9
SBS,locked_uga,NNLS,SP101634,89.0,0.0201669077513628,0.0197259984058172,5,15
SBS,locked_uga,NNLS,SP101642,203.0,0.0182095184698805,0.0197144064548465,4,20
SBS,locked_uga,NNLS,SP101648,92.0,0.0029824062075082,0.0201630617882892,5,12
SBS,locked_uga,NNLS,SP101654,69.0,0.0,0.0206185567010309,2,15
SBS,locked_uga,NNLS,SP101658,21.0,0.1108517607217562,0.0178743603055699,3,8
SBS,locked_uga,NNLS,SP101662,74.0,0.0164018545153614,0.0196869562959308,5,11
SBS,locked_uga,NNLS,SP101666,55.0,0.0489666171993073,0.0186864174237235,3,9
SBS,locked_uga,NNLS,SP101670,142.0,0.0397290406356136,0.0188478791217439,3,17
SBS,locked_uga,NNLS,SP101674,70.0,0.0054332499478387,0.0199760249340685,4,8
SBS,locked_uga,NNLS,SP101678,169.0,0.0256809401096068,0.0197369508559841,6,16
SBS,locked_uga,NNLS,SP101686,65.0,0.1791738123481351,0.0176049880799559,3,14
SBS,locked_uga,NNLS,SP101690,128.0,0.0116247072259686,0.0197244706019498,5,13
SBS,locked_uga,NNLS,SP101694,109.0,0.0,0.0206185567010309,3,16
SBS,locked_uga,NNLS,SP101700,63.0,0.0146861524575388,0.0197860735348053,2,13
SBS,locked_uga,NNLS,SP101708,39.0,0.0538763432830145,0.0188348879070528,4,9
SBS,locked_uga,NNLS,SP101716,143.0,0.0340860787450297,0.0191606789544933,4,13
SBS,locked_uga,NNLS,SP101724,140.0,0.0165833421668302,0.0194115558268688,4,15
SBS,locked_uga,NNLS,SP101732,141.0,0.0230495237927563,0.0190215128231299,2,17
SBS,locked_uga,NNLS,SP101740,259.0,0.0104423899706958,0.0196448332810734,3,18
SBS,locked_uga,NNLS,SP101795,95.0,0.0596526157060618,0.0171661932169465,5,13
SBS,locked_uga,NNLS,SP101881,94.0,0.0223612070031974,0.0192478190747369,3,17
SBS,locked_uga,NNLS,SP101891,162.0,0.0169577661856102,0.0197022176069761,3,16
SBS,locked_uga,NNLS,SP101921,103.0,0.2356098545516792,0.0175308858179467,4,14
SBS,locked_uga,NNLS,SP101931,128.0,0.0375099063841461,0.0188881689870812,5,17
SBS,locked_uga,NNLS,SP102015,157.0,0.0,0.0206185567010309,3,16
SBS,locked_uga,NNLS,SP102035,97.0,0.0,0.0206185567010309,3,9
SBS,locked_uga,NNLS,SP102045,211.0,0.0127089968501529,0.0194003783784657,3,14
SBS,locked_uga,NNLS,SP102055,29.0,0.1526099971379692,0.0178394095919869,3,9
SBS,locked_uga,NNLS,SP102064,80.0,0.0,0.0206185567010309,2,16
SBS,locked_uga,NNLS,SP102074,39.0,0.0,0.0206185567010309,6,10
SBS,locked_uga,NNLS,SP102084,69.0,0.0,0.0206185567010309,4,12
SBS,locked_uga,NNLS,SP102090,87.0,0.1654346012551227,0.0172627360795132,5,14
SBS,locked_uga,NNLS,SP102096,59.0,0.0348999695033412,0.0189430838378943,3,11
SBS,locked_uga,NNLS,SP102103,46.0,0.0608758261777341,0.0188200874063373,5,15
SBS,locked_uga,NNLS,SP102113,72.0,0.0009213765313493,0.0205076169893166,5,12
SBS,locked_uga,NNLS,SP102123,76.0,0.0284427728943031,0.0195522328377395,4,11
SBS,locked_uga,NNLS,SP102133,403.0,0.0144415801248988,0.0198171412561971,4,13
SBS,locked_uga,NNLS,SP102143,91.0,0.0023567214065278,0.0204268114246382,6,11
SBS,locked_uga,NNLS,SP102161,76.0,0.0366014418980978,0.0189862188099263,5,14
SBS,locked_uga,NNLS,SP102168,39.0,0.0744704515640385,0.0181711423425923,5,13
SBS,locked_uga,NNLS,SP102174,76.0,0.0151095955385769,0.0197080035761406,5,14
SBS,locked_uga,NNLS,SP102187,91.0,0.0,0.0206185567010309,5,16
SBS,locked_uga,NNLS,SP102485,12.0,0.0092087724784359,0.0200137457044673,2,7
SBS,locked_uga,NNLS,SP102489,11.0,0.073576781154216,0.017590206185567,4,6
SBS,locked_uga,NNLS,SP102499,17.0,0.0542141642922435,0.0188849336600249,4,13
SBS,locked_uga,NNLS,SP102507,34.0,0.0,0.0206185567010309,2,10
SBS,locked_uga,NNLS,SP102511,31.0,0.1673657743106816,0.0162804052214156,5,9
SBS,locked_uga,NNLS,SP102517,50.0,0.1496664383610767,0.0181204269285808,5,9
SBS,locked_uga,NNLS,SP102523,21.0,0.000824014895253,0.0203718983775727,3,8
SBS,locked_uga,NNLS,SP102529,36.0,0.0,0.0206185567010309,5,10
SBS,locked_uga,NNLS,SP102537,42.0,0.1024887386387372,0.0175730168739956,7,10
SBS,locked_uga,NNLS,SP102541,36.0,0.0,0.0206185567010309,3,10
SBS,locked_uga,NNLS,SP102547,33.0,0.0,0.0206185567010309,3,13
SBS,locked_uga,NNLS,SP102561,15.0,0.0,0.0206185567010309,2,9
SBS,locked_uga,NNLS,SP102567,50.0,0.1485519595793367,0.017757286740408,6,13
SBS,locked_uga,NNLS,SP102573,10.0,0.0,0.0206185567010309,4,8
SBS,locked_uga,NNLS,SP102581,10.0,0.043580638150547,0.0192696791598419,3,6
SBS,locked_uga,NNLS,SP102591,23.0,0.0028899021278279,0.0201935570046021,2,9
SBS,locked_uga,NNLS,SP102597,83.0,0.8126223430143678,0.0115435735108133,1,7
SBS,locked_uga,NNLS,SP102605,9.0,0.0806239081397026,0.0171161122867,4,6
SBS,locked_uga,NNLS,SP102611,104.0,0.0338611690444468,0.0190961562181165,5,15
SBS,locked_uga,NNLS,SP102617,27.0,0.0,0.0206185567010309,4,13
SBS,locked_uga,NNLS,SP102620,33.0,0.0,0.0206185567010309,4,11
SBS,locked_uga,NNLS,SP102622,38.0,0.0714681520228226,0.0174464710547184,3,10
SBS,locked_uga,NNLS,SP102626,30.0,0.0,0.0206185567010309,2,12
SBS,locked_uga,NNLS,SP102630,63.0,0.0458917971100379,0.0187541452590462,3,16
SBS,locked_uga,NNLS,SP102633,13.0,0.3448290664897588,0.0151638792746365,2,7
SBS,locked_uga,NNLS,SP102647,31.0,0.0192687967522813,0.0201472831703966,2,12
SBS,locked_uga,NNLS,SP102652,32.0,0.4819974508208201,0.012887304413126,2,10
SBS,locked_uga,NNLS,SP102690,40.0,0.1075999594130442,0.0187130587211497,2,11
SBS,locked_uga,NNLS,SP102716,36.0,0.0231708309723804,0.0197435913559871,3,11
SBS,locked_uga,NNLS,SP102718,85.0,0.0,0.0206185567010309,1,14
SBS,locked_uga,NNLS,SP102733,64.0,0.0004159823391042,0.0205733333766324,2,16
SBS,locked_uga,NNLS,SP102741,74.0,0.0,0.0206185567010309,2,16
SBS,locked_uga,NNLS,SP102747,10.0,0.0006803319184006,0.0205670026801511,2,5
SBS,locked_uga,NNLS,SP102755,121.0,0.0,0.0206185567010309,2,15
SBS,locked_uga,NNLS,SP102759,86.0,0.071604156951393,0.0186215711949294,2,13
SBS,locked_uga,NNLS,SP102783,92.0,0.2917178866498396,0.018297426976903,2,13
SBS,locked_uga,NNLS,SP102795,101.0,0.0721634330225323,0.0195555433174597,2,19
SBS,locked_uga,NNLS,SP102804,96.0,0.0890720181578881,0.0186217382930433,2,16
SBS,locked_uga,NNLS,SP102816,68.0,0.0,0.0206185567010309,2,12
SBS,locked_uga,NNLS,SP102827,102.0,0.0,0.0206185567010309,3,11
SBS,locked_uga,NNLS,SP102839,52.0,0.1582472521279501,0.0185538768156428,2,14
SBS,locked_uga,NNLS,SP102873,53.0,0.0011352197267714,0.0205901187135769,2,13
SBS,locked_uga,NNLS,SP102881,63.0,0.176626888073467,0.0186474920498882,2,14
